Customer_ID,Sex,Earnings,Region_Code,Marital Status,State_of_Origin,Customer_Worth,Customer_Reply,Plan,Certification,Effective To Date,Status_of_Employment,Premium_Auto_per_Month,Total Claim Amount,Vehicle Class,Vehicle Size,Months Since Last Claim,Months Since Policy Inception,Counts_of_Open_Complaints,No_Of_POlicy,kind_of_policy,Active_Policy,Sales Channel,Best_Offer
Customer_7660,Female,47544,Rural,Married,Imo,6689.593818,Not_interested,Silver,First_Degree,2/15/11,Fully_Employed,166,100.652984,Four-Door Car,Medsize,19,25,0,4,Personal,P_L3,Agent,1
Customer_615,Male,166204,Urban,Married,Enugu,4680.423394,Not_interested,Gold,Second_Degree,1/17/11,Fully_Employed,232,443.670399,Four-Door Car,Small,15,35,0,1,Corporate,C_L3,Call Center,1
Customer_7216,Male,162164,Urban,Married,Kano,5840.89915,Interested,Bronze,O_Level,6/1/2011,Fully_Employed,146,281.295903,Four-Door Car,Large,5,85,0,4,Corporate,C_L3,Agent,1
Customer_2575,Male,56190,Suburban,Married,Abuja,6405.577368,Not_interested,Silver,HND,1/31/11,Fully_Employed,164,393.6,Four-Door Car,Medsize,18,2,0,8,Personal,P_L3,Web,2
Customer_7708,Female,0,Suburban,Single,Kano,4464.997006,Interested,Bronze,First_Degree,1/30/11,Not_employed,146,350.4,Two-Door Car,Medsize,35,52,6,5,Personal,P_L1,Web,0
Customer_3340,Male,43958,Suburban,Married,Kano,2893.717971,Not_interested,Bronze,Second_Degree,1/28/11,Fully_Employed,146,518.686584,Two-Door Car,Small,7,86,0,1,Personal,P_L3,Branch,1
Customer_5820,Female,120954,Rural,Married,Lagos,2621.027206,Not_interested,Bronze,O_Level,1/14/11,Fully_Employed,130,139.841411,Four-Door Car,Medsize,12,38,0,1,Corporate,C_L3,Agent,1
Customer_1705,Male,0,Suburban,Divorced,Lagos,2215.187935,Not_interested,Bronze,First_Degree,2/26/11,Not_employed,126,305.552429,Four-Door Car,Small,0,66,0,1,Personal,P_L2,Call Center,0
Customer_7161,Male,45864,Suburban,Married,Enugu,2348.675378,Not_interested,Bronze,First_Degree,11/1/2011,On_Leave,124,297.6,Four-Door Car,Small,2,97,0,1,Personal,P_L1,Web,0
Customer_5318,Male,88598,Suburban,Divorced,Abuja,11123.62179,Not_interested,Bronze,O_Level,2/17/11,Fully_Employed,212,754.260616,SUV,Medsize,25,76,10,2,Personal,P_L1,Call Center,0
Customer_1493,Male,86668,Suburban,Married,Lagos,3635.05403,Not_interested,Silver,First_Degree,2/28/11,Fully_Employed,190,614.367195,Two-Door Car,Small,3,72,4,1,Corporate,C_L2,Call Center,3
Customer_9099,Female,78634,Rural,Single,Lagos,2520.743544,Not_interested,Bronze,PHD,10/2/2011,Fully_Employed,128,77.695607,Four-Door Car,Medsize,22,46,0,1,Personal,P_L2,Branch,1
Customer_6605,Male,165108,Rural,Married,Abuja,42391.00791,Not_interested,Silver,HND,2/17/11,Fully_Employed,264,154.749492,Sports Car,Medsize,6,15,0,2,Personal,P_L1,Branch,0
Customer_803,Female,116084,Urban,Married,Abuja,7427.870642,Not_interested,Bronze,HND,7/1/2011,Fully_Employed,124,161.419528,Four-Door Car,Medsize,14,88,0,2,Corporate,C_L3,Agent,2
Customer_5735,Female,51830,Suburban,Single,Abuja,4998.564694,Not_interested,Bronze,HND,8/2/2011,Fully_Employed,128,317.979988,Two-Door Car,Medsize,13,62,0,7,Corporate,C_L3,Agent,0
Customer_8731,Male,152882,Urban,Single,Lagos,2474.227293,Not_interested,Bronze,Second_Degree,2/19/11,Fully_Employed,124,294.258612,Four-Door Car,Medsize,22,61,0,1,Personal,P_L2,Branch,1
Customer_990,Female,45948,Urban,Married,Imo,2792.227993,Not_interested,Bronze,Second_Degree,5/2/2011,On_Leave,142,180.667969,Four-Door Car,Large,0,8,0,1,Personal,P_L3,Call Center,3
Customer_6782,Male,73588,Suburban,Single,Abuja,3839.492458,Not_interested,Silver,First_Degree,1/2/2011,Fully_Employed,198,712.8,Four-Door Car,Large,0,75,0,1,Personal,P_L3,Agent,0
Customer_6165,Female,33782,Suburban,Single,Abuja,3361.290918,Not_interested,Silver,Second_Degree,7/2/2011,On_Leave,176,633.6,Four-Door Car,Medsize,15,54,0,1,Personal,P_L3,Call Center,3
Customer_5310,Female,120442,Urban,Married,Enugu,24322.64401,Not_interested,Bronze,First_Degree,2/1/2011,Fully_Employed,134,238.561687,Four-Door Car,Medsize,3,17,0,2,Personal,P_L1,Agent,2
Customer_3513,Male,144234,Rural,Married,Lagos,8366.559003,Not_interested,Bronze,HND,6/1/2011,Fully_Employed,140,106.737787,Four-Door Car,Medsize,1,98,0,2,Personal,P_L2,Branch,3
Customer_4533,Female,128956,Rural,Married,Abuja,4146.868939,Not_interested,Bronze,O_Level,1/18/11,Fully_Employed,206,8.281829,SUV,Medsize,30,92,0,1,Personal,P_L3,Branch,1
Customer_7133,Female,59630,Rural,Single,Lagos,10962.93667,Not_interested,Silver,HND,2/17/11,Fully_Employed,190,76.175672,Four-Door Car,Medsize,35,18,0,2,Personal,P_L1,Agent,3
Customer_219,Male,196946,Suburban,Married,Lagos,2931.916512,Not_interested,Bronze,HND,2/1/2011,Fully_Employed,144,345.6,Four-Door Car,Medsize,19,69,0,1,Personal,P_L1,Branch,1
Customer_6701,Male,0,Suburban,Married,Lagos,3885.398053,Not_interested,Bronze,First_Degree,1/27/11,Not_employed,218,765.906271,SUV,Medsize,10,70,0,1,Personal,P_L1,Agent,0
Customer_1288,Female,116164,Rural,Married,Abuja,4436.941371,Not_interested,Bronze,First_Degree,2/20/11,Fully_Employed,224,103.022126,SUV,Medsize,31,66,2,1,Personal,P_L3,Call Center,0
Customer_3163,Male,75190,Suburban,Married,Abuja,5635.949267,Not_interested,Bronze,O_Level,9/2/2011,Fully_Employed,140,501.994635,Four-Door Car,Medsize,2,22,0,9,Personal,P_L3,Branch,0
Customer_2618,Male,153116,Urban,Married,Enugu,8903.468512,Not_interested,Bronze,First_Degree,1/13/11,Fully_Employed,148,216.980413,Four-Door Car,Medsize,2,45,0,2,Special,S_L1,Agent,3
Customer_3612,Female,0,Suburban,Single,Lagos,2302.334605,Not_interested,Bronze,O_Level,3/2/2011,Not_employed,132,475.2,Four-Door Car,Small,9,10,2,1,Corporate,C_L3,Agent,1
Customer_43,Male,86488,Suburban,Married,Imo,12233.87968,Not_interested,Bronze,O_Level,8/2/2011,Fully_Employed,206,494.4,Sports Car,Medsize,15,16,0,2,Personal,P_L2,Agent,3
Customer_7837,Male,148030,Suburban,Single,Lagos,5557.830205,Interested,Bronze,First_Degree,6/2/2011,Fully_Employed,144,471.443077,Four-Door Car,Small,12,61,0,6,Personal,P_L1,Call Center,1
Customer_3792,Female,61714,Urban,Married,Imo,6453.263836,Not_interested,Silver,First_Degree,1/13/11,Fully_Employed,162,309.161777,Two-Door Car,Large,17,14,0,7,Personal,P_L3,Web,2
Customer_3571,Female,28556,Urban,Married,Imo,25628.70699,Not_interested,Silver,PHD,12/2/2011,On_Leave,268,346.319404,Sports Car,Small,6,9,0,2,Personal,P_L2,Web,1
Customer_7310,Female,0,Suburban,Married,Lagos,3733.504584,Interested,Silver,O_Level,2/24/11,Not_employed,192,460.8,Four-Door Car,Large,31,34,0,1,Corporate,C_L3,Agent,0
Customer_1503,Female,34240,Suburban,Married,Imo,4855.100287,Not_interested,Silver,O_Level,3/2/2011,On_Leave,250,717.285949,SUV,Medsize,14,95,0,1,Special,S_L3,Agent,0
Customer_4598,Female,81292,Suburban,Married,Lagos,8210.929715,Not_interested,Gold,First_Degree,11/1/2011,Fully_Employed,206,494.4,Four-Door Car,Medsize,22,6,0,8,Personal,P_L3,Web,1
Customer_8978,Male,49272,Suburban,Single,Lagos,5641.402141,Not_interested,Silver,HND,11/1/2011,Disabled,154,480.925301,Two-Door Car,Medsize,5,72,0,6,Personal,P_L3,Agent,1
Customer_3439,Female,192812,Suburban,Married,Imo,5595.434009,Not_interested,Bronze,First_Degree,10/1/2011,Fully_Employed,138,331.2,Two-Door Car,Medsize,16,64,0,8,Personal,P_L1,Web,1
Customer_1892,Male,42012,Suburban,Married,Lagos,5447.81699,Not_interested,Silver,O_Level,1/20/11,Fully_Employed,278,667.2,SUV,Medsize,14,9,2,1,Personal,P_L2,Branch,3
Customer_8512,Female,92194,Urban,Married,Lagos,4716.044733,Not_interested,Bronze,O_Level,1/17/11,Fully_Employed,122,197.074966,Four-Door Car,Large,9,73,8,3,Personal,P_L2,Call Center,1
Customer_1955,Male,0,Suburban,Married,Lagos,5184.462266,Not_interested,Silver,Second_Degree,3/2/2011,Not_employed,270,939.528475,SUV,Large,2,41,2,1,Personal,P_L3,Call Center,0
Customer_7154,Male,101596,Rural,Married,Lagos,5748.05593,Not_interested,Bronze,Second_Degree,2/20/11,Fully_Employed,144,64.977867,Four-Door Car,Medsize,21,59,0,7,Personal,P_L3,Call Center,1
Customer_1505,Female,126594,Urban,Married,Kano,3282.457296,Not_interested,Silver,First_Degree,2/2/2011,Fully_Employed,164,251.756739,Four-Door Car,Medsize,1,33,0,1,Personal,P_L3,Web,1
Customer_670,Female,159560,Suburban,Married,Lagos,8279.637562,Not_interested,Bronze,First_Degree,2/14/11,Fully_Employed,136,326.4,Four-Door Car,Medsize,11,58,0,2,Personal,P_L2,Web,1
Customer_8063,Female,192674,Suburban,Married,Lagos,10290.92495,Not_interested,Silver,First_Degree,1/15/11,Fully_Employed,254,609.6,SUV,Medsize,19,12,0,3,Personal,P_L2,Branch,2
Customer_5836,Male,115126,Suburban,Divorced,Imo,2594.928283,Not_interested,Bronze,O_Level,1/28/11,Fully_Employed,132,316.8,Four-Door Car,Medsize,7,61,0,1,Personal,P_L2,Branch,0
Customer_897,Female,188082,Rural,Married,Kano,2669.270014,Not_interested,Bronze,HND,10/2/2011,Fully_Employed,132,159.756733,Four-Door Car,Medsize,14,11,0,1,Personal,P_L3,Agent,2
Customer_7724,Male,57116,Suburban,Married,Lagos,8875.201307,Not_interested,Bronze,HND,2/15/11,Fully_Employed,238,797.558033,SUV,Large,14,37,8,3,Personal,P_L2,Agent,2
Customer_2666,Female,0,Suburban,Married,Abuja,2769.5949,Not_interested,Bronze,O_Level,1/30/11,Not_employed,148,355.2,Four-Door Car,Small,0,52,0,1,Personal,P_L3,Call Center,0
Customer_3193,Female,46752,Suburban,Divorced,Abuja,2869.312197,Interested,Silver,First_Degree,3/1/2011,In_Retirement,156,374.4,Four-Door Car,Medsize,19,18,0,1,Personal,P_L3,Call Center,1
Customer_2890,Male,63420,Urban,Divorced,Lagos,2422.711888,Not_interested,Bronze,First_Degree,7/2/2011,Fully_Employed,124,199.551735,Two-Door Car,Medsize,5,29,0,1,Corporate,C_L3,Call Center,0
Customer_2621,Male,46106,Suburban,Married,Abuja,10129.77087,Not_interested,Silver,PHD,1/16/11,On_Leave,264,780.941649,Sports Car,Medsize,5,97,0,8,Personal,P_L1,Agent,1
Customer_4965,Female,0,Suburban,Married,Abuja,5207.90965,Not_interested,Bronze,HND,2/24/11,Not_employed,144,345.6,Two-Door Car,Medsize,18,91,0,9,Personal,P_L3,Branch,0
Customer_4924,Male,65260,Urban,Married,Enugu,5232.092742,Not_interested,Bronze,O_Level,2/1/2011,Fully_Employed,132,202.961374,Four-Door Car,Medsize,26,40,0,3,Personal,P_L2,Call Center,0
Customer_7690,Female,49168,Urban,Single,Kano,9690.129179,Not_interested,Bronze,HND,1/2/2011,On_Leave,132,279.706613,Four-Door Car,Medsize,11,74,0,2,Corporate,C_L3,Agent,0
Customer_2370,Female,70316,Rural,Married,Abuja,15027.19126,Not_interested,Silver,First_Degree,1/25/11,Fully_Employed,152,165.958605,Four-Door Car,Medsize,14,27,0,2,Personal,P_L3,Branch,3
Customer_8650,Female,47878,Suburban,Married,Lagos,6155.394838,Not_interested,Gold,O_Level,1/19/11,Disabled,320,768.0,SUV,Medsize,33,78,2,1,Personal,P_L2,Call Center,0
Customer_1769,Female,157930,Rural,Married,Abuja,22197.80299,Not_interested,Bronze,HND,5/2/2011,Fully_Employed,366,145.587985,Luxury Car,Medsize,3,78,0,2,Personal,P_L3,Call Center,0
Customer_7335,Male,52974,Suburban,Single,Abuja,8000.347343,Not_interested,Bronze,O_Level,10/1/2011,In_Retirement,224,602.431489,SUV,Medsize,0,82,0,3,Corporate,C_L2,Call Center,0
Customer_8663,Male,148280,Suburban,Married,Lagos,36170.34106,Not_interested,Bronze,O_Level,9/1/2011,Fully_Employed,202,484.8,SUV,Medsize,31,23,4,2,Personal,P_L1,Web,1
Customer_531,Female,0,Suburban,Divorced,Imo,6848.150323,Interested,Silver,First_Degree,1/27/11,Not_employed,190,456.0,Two-Door Car,Large,13,20,0,5,Personal,P_L3,Call Center,0
Customer_7235,Male,148286,Suburban,Married,Lagos,9108.867749,Not_interested,Bronze,O_Level,7/1/2011,Fully_Employed,228,547.2,SUV,Medsize,1,61,0,6,Personal,P_L3,Branch,0
Customer_7610,Male,87926,Suburban,Married,Enugu,8675.587,Not_interested,Bronze,First_Degree,1/31/11,Fully_Employed,220,528.0,SUV,Medsize,25,59,0,7,Corporate,C_L3,Agent,2
Customer_5467,Male,144842,Suburban,Married,Lagos,2594.437797,Interested,Bronze,O_Level,2/1/2011,Fully_Employed,130,312.0,Four-Door Car,Small,8,23,0,1,Personal,P_L2,Call Center,1
Customer_3120,Male,171792,Rural,Married,Abuja,5640.150224,Not_interested,Bronze,First_Degree,2/21/11,Fully_Employed,140,48.629646,Four-Door Car,Medsize,28,27,0,3,Personal,P_L3,Call Center,1
Customer_8230,Female,64368,Rural,Married,Enugu,16226.54182,Not_interested,Silver,O_Level,2/13/11,Fully_Employed,272,266.146673,SUV,Medsize,14,91,2,2,Personal,P_L2,Branch,0
Customer_731,Male,141860,Rural,Divorced,Kano,11683.37428,Not_interested,Silver,First_Degree,2/26/11,Fully_Employed,198,190.43446,Four-Door Car,Medsize,2,21,0,2,Personal,P_L1,Agent,0
Customer_3406,Male,82370,Urban,Married,Lagos,3675.990748,Not_interested,Silver,First_Degree,1/31/11,Fully_Employed,198,363.613596,Four-Door Car,Medsize,20,6,8,1,Special,S_L3,Agent,1
Customer_2339,Male,171044,Urban,Married,Lagos,5128.836814,Not_interested,Bronze,HND,1/14/11,Fully_Employed,128,165.002742,Four-Door Car,Medsize,1,56,0,3,Personal,P_L2,Branch,3
Customer_7188,Male,125746,Urban,Divorced,Imo,3232.576665,Interested,Silver,HND,5/1/2011,Fully_Employed,162,207.75186,Four-Door Car,Medsize,0,41,0,1,Corporate,C_L3,Call Center,1
Customer_4827,Male,50360,Urban,Married,Enugu,5582.960642,Not_interested,Bronze,Second_Degree,2/16/11,Fully_Employed,140,235.895575,Four-Door Car,Medsize,21,44,0,9,Personal,P_L2,Branch,1
Customer_2565,Male,140164,Suburban,Married,Lagos,4745.615503,Not_interested,Bronze,HND,10/2/2011,Fully_Employed,238,571.2,SUV,Small,17,23,0,1,Personal,P_L2,Web,0
Customer_6859,Female,110540,Suburban,Married,Abuja,20239.15039,Not_interested,Bronze,Second_Degree,1/27/11,Fully_Employed,126,302.4,Two-Door Car,Medsize,35,67,0,2,Personal,P_L1,Branch,0
Customer_6466,Male,168480,Suburban,Divorced,Abuja,5332.593183,Not_interested,Silver,O_Level,9/2/2011,Fully_Employed,264,633.6,SUV,Large,10,51,0,1,Personal,P_L3,Branch,2
Customer_5555,Male,154050,Suburban,Single,Imo,5106.354719,Not_interested,Bronze,PHD,1/31/11,Fully_Employed,128,380.917107,Two-Door Car,Medsize,18,44,4,3,Personal,P_L1,Agent,0
Customer_8287,Male,0,Suburban,Divorced,Imo,4639.544647,Not_interested,Bronze,O_Level,2/23/11,Not_employed,136,352.130674,Four-Door Car,Medsize,18,81,0,3,Personal,P_L3,Call Center,0
Customer_5768,Female,0,Suburban,Single,Abuja,18728.15325,Not_interested,Gold,O_Level,2/27/11,Not_employed,370,1543.932434,SUV,Medsize,7,47,4,2,Personal,P_L1,Agent,0
Customer_5908,Male,191394,Rural,Married,Lagos,8566.768226,Interested,Bronze,O_Level,2/17/11,Fully_Employed,214,178.006524,Sports Car,Medsize,29,29,0,9,Personal,P_L1,Agent,1
Customer_8185,Female,42238,Suburban,Married,Lagos,10195.77423,Not_interested,Silver,First_Degree,1/15/11,Fully_Employed,256,614.4,SUV,Medsize,1,79,0,4,Personal,P_L2,Branch,0
Customer_1255,Male,51996,Suburban,Married,Abuja,8384.478392,Interested,Bronze,First_Degree,1/27/11,Fully_Employed,142,791.878042,Four-Door Car,Medsize,16,38,0,2,Personal,P_L3,Call Center,1
Customer_2104,Male,0,Suburban,Divorced,Kano,34710.87261,Not_interested,Bronze,HND,1/2/2011,Not_employed,218,718.700718,Sports Car,Medsize,3,19,0,2,Personal,P_L2,Agent,0
Customer_5537,Female,66464,Urban,Married,Imo,11162.07706,Not_interested,Silver,First_Degree,1/15/11,Fully_Employed,188,435.527845,Four-Door Car,Medsize,21,81,0,2,Special,S_L2,Branch,2
Customer_5254,Female,129974,Urban,Married,Enugu,2661.495086,Not_interested,Bronze,HND,3/1/2011,Fully_Employed,132,182.927837,Four-Door Car,Small,17,90,0,1,Personal,P_L3,Web,1
Customer_8350,Female,116374,Rural,Married,Enugu,11391.94398,Not_interested,Silver,First_Degree,8/2/2011,Fully_Employed,190,76.73348,Two-Door Car,Medsize,18,39,0,2,Personal,P_L3,Branch,3
Customer_7482,Male,51854,Suburban,Single,Lagos,3935.813993,Interested,Bronze,O_Level,1/23/11,Fully_Employed,206,674.973614,SUV,Medsize,6,20,0,1,Personal,P_L3,Web,1
Customer_4828,Female,96182,Rural,Married,Abuja,8619.550432,Not_interested,Bronze,First_Degree,6/1/2011,Fully_Employed,216,132.041491,SUV,Medsize,30,66,0,9,Personal,P_L1,Branch,0
Customer_4434,Female,20624,Suburban,Married,Abuja,2888.451602,Interested,Silver,O_Level,1/20/11,In_Retirement,156,486.278557,Four-Door Car,Large,10,63,0,1,Personal,P_L1,Agent,1
Customer_3484,Male,195346,Urban,Single,Imo,2509.884662,Not_interested,Bronze,PHD,1/23/11,Fully_Employed,126,178.762806,Four-Door Car,Medsize,21,49,0,1,Personal,P_L3,Agent,3
Customer_8668,Male,0,Suburban,Single,Lagos,4837.569505,Not_interested,Bronze,O_Level,5/1/2011,Not_employed,142,511.2,Four-Door Car,Medsize,11,71,0,6,Personal,P_L2,Agent,2
Customer_3816,Male,75444,Rural,Single,Imo,9077.768214,Interested,Bronze,Second_Degree,1/26/11,Fully_Employed,232,158.077504,Sports Car,Medsize,8,23,0,8,Personal,P_L2,Agent,0
Customer_6629,Female,39228,Suburban,Married,Abuja,16303.9676,Interested,Silver,Second_Degree,2/17/11,In_Retirement,170,574.024018,Two-Door Car,Medsize,21,32,0,2,Personal,P_L2,Agent,1
Customer_7249,Female,199224,Suburban,Married,Abuja,2857.687705,Not_interested,Bronze,Second_Degree,1/22/11,Fully_Employed,140,336.0,Two-Door Car,Small,14,20,0,1,Personal,P_L1,Agent,1
Customer_6482,Male,78984,Suburban,Married,Abuja,2738.53263,Not_interested,Bronze,First_Degree,2/20/11,Fully_Employed,136,326.4,Four-Door Car,Medsize,12,9,0,1,Corporate,C_L3,Agent,0
Customer_5072,Male,57010,Suburban,Married,Abuja,10554.42728,Not_interested,Silver,O_Level,1/24/11,Fully_Employed,176,422.4,Four-Door Car,Large,0,93,0,2,Personal,P_L2,Agent,3
Customer_1621,Female,0,Suburban,Single,Enugu,15727.25053,Not_interested,Gold,First_Degree,2/27/11,Not_employed,298,1072.8,SUV,Medsize,16,70,0,2,Corporate,C_L1,Web,0
Customer_8608,Male,0,Suburban,Married,Lagos,3125.080994,Interested,Bronze,First_Degree,2/19/11,Not_employed,202,960.115399,SUV,Large,1,83,8,1,Personal,P_L2,Agent,0
Customer_5213,Male,51898,Suburban,Married,Lagos,8101.838433,Not_interested,Bronze,First_Degree,11/2/2011,Fully_Employed,208,499.2,SUV,Small,0,28,0,3,Personal,P_L2,Branch,1
Customer_8652,Female,110548,Suburban,Married,Lagos,2853.161121,Not_interested,Bronze,O_Level,10/2/2011,Fully_Employed,142,484.728153,Two-Door Car,Medsize,14,35,0,1,Corporate,C_L3,Call Center,1
Customer_8048,Male,52614,Urban,Married,Lagos,24708.92011,Not_interested,Bronze,O_Level,7/1/2011,On_Leave,146,313.192439,Four-Door Car,Medsize,26,1,0,2,Personal,P_L2,Call Center,3
Customer_1096,Male,70002,Suburban,Single,Enugu,3496.147878,Not_interested,Silver,O_Level,2/17/11,Fully_Employed,192,460.8,Four-Door Car,Small,18,87,6,1,Personal,P_L2,Web,0
Customer_5267,Female,125068,Suburban,Married,Abuja,8147.985919,Not_interested,Bronze,First_Degree,1/1/2011,Fully_Employed,136,326.4,Two-Door Car,Medsize,10,1,0,2,Personal,P_L1,Branch,1
Customer_8656,Male,141816,Urban,Divorced,Lagos,36634.53432,Not_interested,Silver,First_Degree,1/21/11,Fully_Employed,264,521.444011,SUV,Medsize,0,71,2,2,Personal,P_L2,Call Center,0
Customer_2463,Male,150994,Rural,Divorced,Abuja,7953.777533,Not_interested,Bronze,HND,1/22/11,Fully_Employed,200,71.773341,SUV,Small,5,72,0,3,Personal,P_L3,Branch,0
Customer_5916,Female,100794,Suburban,Married,Imo,2815.50617,Not_interested,Bronze,PHD,1/27/11,Fully_Employed,140,350.65008,Four-Door Car,Small,34,77,0,1,Corporate,C_L1,Web,1
Customer_1788,Female,36300,Urban,Married,Abuja,10217.77915,Not_interested,Bronze,First_Degree,9/1/2011,Disabled,134,220.304649,Four-Door Car,Medsize,17,34,0,2,Corporate,C_L1,Branch,0
Customer_7318,Male,73796,Suburban,Married,Imo,13248.56841,Not_interested,Gold,First_Degree,9/2/2011,Fully_Employed,338,811.2,SUV,Medsize,14,36,2,3,Personal,P_L3,Branch,2
Customer_5120,Female,59394,Suburban,Married,Lagos,2573.260863,Not_interested,Bronze,HND,2/15/11,Fully_Employed,132,316.8,Four-Door Car,Medsize,0,58,8,1,Personal,P_L2,Agent,3
Customer_5131,Female,150360,Rural,Single,Enugu,3040.829992,Not_interested,Silver,HND,2/26/11,Fully_Employed,154,154.907769,Four-Door Car,Large,15,30,6,1,Corporate,C_L3,Agent,2
Customer_192,Male,122170,Suburban,Married,Lagos,2766.493659,Not_interested,Bronze,First_Degree,1/20/11,Fully_Employed,140,336.0,Two-Door Car,Medsize,27,34,2,1,Personal,P_L3,Branch,1
Customer_820,Female,182750,Rural,Married,Kano,32198.60037,Not_interested,Silver,O_Level,1/30/11,Fully_Employed,198,72.632934,Two-Door Car,Medsize,22,89,0,2,Personal,P_L1,Call Center,3
Customer_5664,Female,125728,Rural,Single,Kano,4051.415027,Not_interested,Gold,First_Degree,1/18/11,Fully_Employed,208,171.213743,Two-Door Car,Small,20,14,0,1,Personal,P_L2,Agent,2
Customer_6997,Female,0,Suburban,Married,Lagos,6267.343299,Interested,Silver,PHD,1/13/11,Not_employed,168,481.025786,Four-Door Car,Medsize,18,25,2,4,Personal,P_L3,Agent,0
Customer_5826,Female,140864,Rural,Married,Lagos,4768.645359,Not_interested,Bronze,First_Degree,2/28/11,Fully_Employed,122,6.422285,Four-Door Car,Medsize,16,49,6,4,Personal,P_L2,Web,3
Customer_4166,Male,0,Suburban,Married,Imo,9659.579498,Interested,Silver,O_Level,1/31/11,Not_employed,262,628.8,SUV,Medsize,34,61,0,9,Corporate,C_L3,Agent,0
Customer_2687,Male,66248,Rural,Single,Abuja,2554.913868,Not_interested,Bronze,HND,6/2/2011,Fully_Employed,134,80.119997,Four-Door Car,Large,35,7,0,1,Personal,P_L1,Call Center,0
Customer_7231,Female,135680,Rural,Married,Abuja,9014.922138,Not_interested,Bronze,HND,1/18/11,Fully_Employed,224,83.240006,SUV,Small,34,56,0,5,Personal,P_L3,Web,1
Customer_6543,Male,46470,Suburban,Married,Abuja,6461.640843,Not_interested,Silver,O_Level,1/27/11,Fully_Employed,164,483.482031,Four-Door Car,Large,32,46,0,3,Personal,P_L3,Call Center,1
Customer_4942,Female,129142,Suburban,Divorced,Imo,7124.273163,Not_interested,Silver,HND,2/23/11,Fully_Employed,178,452.115601,Four-Door Car,Small,34,91,0,6,Corporate,C_L3,Call Center,0
Customer_5972,Male,74564,Urban,Married,Abuja,25171.18817,Not_interested,Silver,Second_Degree,4/2/2011,Fully_Employed,158,222.508607,Four-Door Car,Small,1,49,0,2,Personal,P_L3,Branch,1
Customer_2607,Female,45410,Suburban,Divorced,Kano,19162.98994,Interested,Silver,Second_Degree,2/20/11,Fully_Employed,478,1294.700423,Luxury SUV,Medsize,19,59,0,7,Personal,P_L1,Agent,1
Customer_6161,Male,46316,Suburban,Married,Imo,7036.345804,Not_interested,Bronze,First_Degree,2/26/11,Fully_Employed,126,302.4,Four-Door Car,Large,31,46,6,2,Personal,P_L2,Branch,1
Customer_238,Male,0,Suburban,Single,Kano,2052.623512,Not_interested,Bronze,HND,2/16/11,Not_employed,122,292.8,Four-Door Car,Small,18,26,0,1,Personal,P_L3,Agent,1
Customer_4015,Female,96490,Suburban,Married,Abuja,13997.68999,Not_interested,Silver,O_Level,2/16/11,Fully_Employed,242,580.8,SUV,Medsize,16,21,6,2,Personal,P_L3,Agent,0
Customer_8455,Male,28642,Suburban,Single,Abuja,2400.354197,Not_interested,Bronze,HND,2/14/11,Disabled,130,423.823547,Four-Door Car,Medsize,20,72,0,1,Personal,P_L2,Branch,0
Customer_2977,Female,124750,Urban,Married,Enugu,8255.266591,Not_interested,Bronze,O_Level,1/31/11,Fully_Employed,206,411.228571,SUV,Small,35,71,2,3,Personal,P_L3,Web,3
Customer_4722,Male,31742,Suburban,Married,Imo,6840.767672,Not_interested,Silver,O_Level,1/2/2011,Disabled,178,427.2,Four-Door Car,Medsize,20,19,0,4,Personal,P_L2,Branch,3
Customer_5411,Male,0,Suburban,Single,Abuja,7331.889139,Not_interested,Bronze,HND,1/31/11,Not_employed,216,518.4,Sports Car,Small,26,94,0,4,Personal,P_L1,Branch,0
Customer_945,Male,0,Suburban,Single,Abuja,9114.266649,Not_interested,Silver,First_Degree,1/14/11,Not_employed,180,432.0,Four-Door Car,Medsize,21,21,0,2,Personal,P_L1,Agent,0
Customer_5308,Female,187974,Urban,Single,Enugu,2621.478929,Not_interested,Bronze,O_Level,1/15/11,Fully_Employed,130,251.321448,Two-Door Car,Medsize,9,1,0,1,Personal,P_L2,Branch,1
Customer_6391,Female,87158,Suburban,Single,Imo,6137.083838,Not_interested,Silver,Second_Degree,9/1/2011,Fully_Employed,154,452.095421,Two-Door Car,Small,12,17,0,8,Personal,P_L2,Agent,0
Customer_6218,Female,100592,Rural,Married,Abuja,7739.265103,Not_interested,Bronze,HND,1/19/11,Fully_Employed,130,46.804,Two-Door Car,Medsize,26,62,2,2,Personal,P_L2,Call Center,0
Customer_8878,Male,74662,Suburban,Married,Lagos,5321.311913,Not_interested,Silver,O_Level,12/2/2011,Fully_Employed,268,898.914194,SUV,Medsize,26,7,0,1,Personal,P_L2,Agent,1
Customer_3552,Male,157236,Urban,Divorced,Abuja,2621.337376,Interested,Bronze,First_Degree,5/2/2011,Fully_Employed,132,225.578841,Two-Door Car,Medsize,7,56,0,1,Personal,P_L3,Agent,0
Customer_9105,Male,73836,Suburban,Divorced,Lagos,5553.398167,Not_interested,Silver,HND,2/22/11,Fully_Employed,152,364.8,Two-Door Car,Medsize,28,77,6,3,Personal,P_L1,Branch,0
Customer_3360,Male,43188,Suburban,Married,Imo,5208.761563,Not_interested,Bronze,HND,1/27/11,On_Leave,142,340.8,Four-Door Car,Small,16,23,6,3,Personal,P_L2,Agent,3
